sede,tipo_trilha,arxiv_id,titulo,primeiro_autor,ano,fase,fase_nome,seguranca,confianca_fase,justificativa_fase,contrib,contrib_nome,agentico,foco,citacoes,fwci,cit_2024,cit_2025,cit_2026,ritmo_anual_2026,aceleracao,crescimento,pct_cit_2026,momentum,oa_match,nota_arxiv,url,doi_arxiv,topico_seguranca,topico_seguranca_nome
ICSE,aceito,2504.15474,Agent for User: Testing Multi-User Interactive Features in TikTok,Sidong Feng,2025,F4,Verificação & qualidade,ausente,automatica,,C1,Técnica/abordagem,alto,Automação de teste multi-usuário em app social via agentes LLM,3.0,5.9441,0.0,2.0,1.0,1.6807,-0.3193,0.8403,0.333,platô,sim,Accepted to ICSE 2025 Industry paper,https://arxiv.org/abs/2504.15474,https://doi.org/10.48550/arXiv.2504.15474,,
ICSE,workshop/track,2411.14971,Leveraging LLMs for Legacy Code Modernization: Challenges and Opportunities for LLM-Generated Documentation,Colin Diggs,2024,F3,Implementação & geração de código,ausente,automatica,,C3,Estudo empírico,medio,Geração de documentação em código legado com LLMs via prompting estratégico,3.0,,0.0,3.0,0.0,0.0,-3.0,0.0,0.0,desacelerando,sim,"Abbreviated version submitted to LLM4Code 2025 (a workshop co-located with ICSE 2025), 13 pages, 3 figures",https://arxiv.org/abs/2411.14971,https://doi.org/10.48550/arXiv.2411.14971,,
ICSE,aceito,2502.18904,An Empirical Study on Commit Message Generation using LLMs via In-Context Learning,Yifan Wu,2025,F3,Implementação & geração de código,ausente,alta,Geração automática de mensagens de commit a partir de mudanças de código é uma tarefa de geração de código/texto durante a implementação.,C3,Estudo empírico,baixo,Geração de mensagens de commit com LLMs via in-context learning,2.0,3.8048,,,2.0,3.4,,,1.0,sem rastro,sim,Accepted by the 47th IEEE/ACM International Conference on Software Engineering (ICSE'25),https://arxiv.org/abs/2502.18904,https://doi.org/10.48550/arXiv.2502.18904,,
ICSE,aceito,2501.15804,CodeImprove: Program Adaptation for Deep Code Models,Ravishka Rathnasuriya,2025,F6,Manutenção e evolução do código,ausente,automatica,,C1,Técnica/abordagem,baixo,adaptação de programas de entrada para modelos de código em produção,2.0,,0.0,2.0,0.0,0.0,-2.0,0.0,0.0,sem rastro,sim,In Proceedings of the 47th IEEE/ACM International Conference on Software Engineering (ICSE 2025),https://arxiv.org/abs/2501.15804,https://doi.org/10.48550/arXiv.2501.15804,,
ICSE,workshop/track,2505.04406,YABLoCo: Yet Another Benchmark for Long Context Code Generation,Aidar Valeev,2025,F3,Implementação & geração de código,ausente,automatica,,C4,Benchmark/avaliação,baixo,benchmark de geração de corpo de função em repositórios grandes C/C++,2.0,3.346,0.0,2.0,0.0,0.0,-2.0,0.0,0.0,sem rastro,sim,Presented at LLM4Code 2025 Workshop co-located wtih ICSE 2025,https://arxiv.org/abs/2505.04406,https://doi.org/10.48550/arXiv.2505.04406,,
ICSE,aceito,2410.13187,aiXcoder-7B: A Lightweight and Effective Large Language Model for Code Processing,Siyuan Jiang,2024,F3,Implementação & geração de código,ausente,automatica,,C2,Ferramenta/sistema,baixo,modelo compacto para completação de código com treinamento multi-objetivo,2.0,3.346,0.0,1.0,1.0,1.6807,0.6807,1.6807,0.5,sem rastro,sim,(1) Accepted by the 47th International Conference on Software Engineering (ICSE 2025). (2) aiXcoder-7B is available at https://github.com/aixcoder-plugin/aiXcoder-7B,https://arxiv.org/abs/2410.13187,https://doi.org/10.48550/arXiv.2410.13187,,
ICSE,aceito,2501.05456,LLM Based Input Space Partitioning Testing for Library APIs,Jiageng Li,2024,F4,Verificação & qualidade,ausente,automatica,,C2,Ferramenta/sistema,medio,Teste automatizado de APIs de bibliotecas via particionamento de espaço de entrada com LLM,2.0,3.9628,0.0,1.0,1.0,1.6807,0.6807,1.6807,0.5,sem rastro,sim,"11 pages, 10 figures. Proceedings of the 47th IEEE/ACM International Conference on Software Engineering (ICSE 2025)",https://arxiv.org/abs/2501.05456,https://doi.org/10.48550/arXiv.2501.05456,,
ICSE,aceito,2412.08167,Diversity Drives Fairness: Ensemble of Higher Order Mutants for Intersectional Fairness of Machine Learning Software,Zhenpeng Chen,2024,F4,Verificação & qualidade,ausente,automatica,,C1,Técnica/abordagem,baixo,Ensemble de mutantes para fairness interseccional em ML durante inferência,2.0,,0.0,1.0,1.0,1.6807,0.6807,1.6807,0.5,sem rastro,sim,Accepted by the 47th International Conference on Software Engineering (ICSE 2025). Please include ICSE in any citations,https://arxiv.org/abs/2412.08167,https://doi.org/10.48550/arXiv.2412.08167,,
ICSE,workshop/track,2601.16392,Toward Agentic Software Project Management: A Vision and Roadmap,Lakshana Iruni Assalaarachchi,2026,F10,"Planejamento, gestão de projeto e releases",ausente,alta,Visão de sistema multi-agente para gestão de projeto de software,C5,Visão/posição/roadmap,alto,Visão e roadmap para gestão ágil de projetos com sistemas multi-agentes,1.0,26.4047,,,1.0,1.7,,,1.0,sem rastro,sim,This version is the author's preprint of the article accepted for AGENT workshop at ICSE 2026,https://arxiv.org/abs/2601.16392,https://doi.org/10.48550/arXiv.2601.16392,,
ICSE,aceito,2408.02502,Context Conquers Parameters: Outperforming Proprietary LLM in Commit Message Generation,Aaron Imani,2024,F3,Implementação & geração de código,ausente,alta,"O trabalho gera automaticamente mensagens de commit a partir de modificações de código, tarefa típica da fase de implementação e geração de código.",C2,Ferramenta/sistema,baixo,Geração automática de mensagens de commit com LLM open-source,1.0,1.5151,,,1.0,1.7,,,1.0,sem rastro,sim,Accepted in ICSE 2025,https://arxiv.org/abs/2408.02502,https://doi.org/10.48550/arXiv.2408.02502,,
ICSE,aceito,2501.12339,Treefix: Enabling Execution with a Tree of Prefixes,Beatriz Souza,2025,F4,Verificação & qualidade,ausente,automatica,,C1,Técnica/abordagem,medio,execução guiada por LLM para viabilizar análise dinâmica de código,1.0,,0.0,0.0,1.0,1.6807,1.6807,,1.0,sem rastro,sim,Accepted in research track of the IEEE/ACM International Conference on Software Engineering (ICSE) 2025,https://arxiv.org/abs/2501.12339,https://doi.org/10.48550/arXiv.2501.12339,,
ICSE,workshop/track,2502.1249,UniGenCoder: Merging Seq2Seq and Seq2Tree Paradigms for Unified Code Generation,Liangying Shao,2025,F3,Implementação & geração de código,ausente,automatica,,C1,Técnica/abordagem,baixo,Geração unificada de código com Seq2Seq e Seq2Tree,1.0,1.9246,0.0,0.0,1.0,1.6807,1.6807,,1.0,sem rastro,sim,"accepted to 47th International Conference on Software Engineering (ICSE 2025), NIER track",https://arxiv.org/abs/2502.12490,https://doi.org/10.48550/arXiv.2502.12490,,
ICSE,workshop/track,2506.18923,Mix-of-Language-Experts Architecture for Multilingual Programming,Yifan Zong,2025,F3,Implementação & geração de código,ausente,automatica,,C2,Ferramenta/sistema,baixo,Arquitetura MoLE para geração de código multilíngue com LoRA especializado,1.0,1.673,0.0,0.0,1.0,1.6807,1.6807,,1.0,sem rastro,sim,Accepted at LLM4Code @ ICSE 2025,https://arxiv.org/abs/2506.18923,https://doi.org/10.48550/arXiv.2506.18923,,
ICSE,aceito,2503.12873,SeeAction: Towards Reverse Engineering How-What-Where of HCI Actions from Screencasts for UI Automation,Dehai Zhao,2025,F3,Implementação & geração de código,ausente,automatica,,C1,Técnica/abordagem,baixo,Reverse engineering ações UI de vídeos para automação com visão computacional,1.0,1.4136,0.0,1.0,0.0,0.0,-1.0,0.0,0.0,sem rastro,sim,"Accepted by IEEE/ACM International Conference on Software Engineering 2025 (ICSE 2025, Distinguished paper award)  ICSE 2025",https://arxiv.org/abs/2503.12873,https://doi.org/10.48550/arXiv.2503.12873,,
ICSE,aceito,2506.17627,CodeMorph: Mitigating Data Leakage in Large Language Model Assessment,Hongzhou Rao,2025,F4,Verificação & qualidade,ausente,automatica,,C1,Técnica/abordagem,medio,Perturbação de código para mitigar vazamento em avaliação de LLMs,1.0,1.673,0.0,1.0,0.0,0.0,-1.0,0.0,0.0,sem rastro,sim,Accepted by ICSE 2025 (Industry Challenge Track),https://arxiv.org/abs/2506.17627,https://doi.org/10.48550/arXiv.2506.17627,,
ICSE,workshop/track,2401.15459,Multi-LLM Collaboration + Data-Centric Innovation = 2x Better Vulnerability Repair,Xin Zhou,2024,F5,Depuração e reparo,central,revisado,"Objeto é gerar o patch de uma vulnerabilidade já conhecida no código: reparo (F5), não detecção.",C1,Técnica/abordagem,baixo,Reparo automático de vulnerabilidade com CWE e colaboração entre dois LLMs,1.0,,1.0,0.0,0.0,0.0,0.0,,0.0,sem rastro,sim,"Accepted in the ICSE 2024 Research Track with a different title ""Out of Sight, Out of Mind: Better Automatic Vulnerability Repair by Broadening Input Ranges and Sources""",https://arxiv.org/abs/2401.15459,https://doi.org/10.48550/arXiv.2401.15459,S4,Reparo e mitigação de vulnerabilidade
ICSE,aceito,2602.13767,Impostor Phenomenon as Human Debt: A Challenge to the Future of Software Engineering,Paloma Guenes,2026,F7,Processo transversal & ciclo completo,ausente,alta,"Discussão transversal sobre governança, cultura organizacional e sustentabilidade do ecossistema de engenharia de software que transcende fases técnicas específicas.",C5,Visão/posição/roadmap,baixo,Posicionamento sobre débito humano e fenômeno impostor em engenharia de software,0.0,,,,,,,,,sem dado,sim,Preprint of the paper accepted for the Future of Software Engineering (FoSE) track at ICSE 2026,https://arxiv.org/abs/2602.13767,https://doi.org/10.48550/arXiv.2602.13767,,
ICSE,workshop/track,2606.21822,CNnotator: LLM-Guided Memory Safety Annotation Synthesis,Twain Byrnes,2026,F1,Requisitos & especificação,central,alta,"O trabalho sintetiza especificações formais (anotações CN) a partir de código legado, transformando padrões implícitos em requisitos explícitos e rastreáveis para verificação — núcleo da elicitação e especificação, não da pesquisa ou documentação de compreensão.",C2,Ferramenta/sistema,medio,LLM com laço feedback para síntese automática de anotações segurança memória,0.0,,,,,,,,,sem dado,sim,"6 pages. Published at ReCode 2026 (1st Workshop on Code Translation, Transformation, and Modernization), co-located with ICSE 2026. This version corre",https://arxiv.org/abs/2606.21822,https://doi.org/10.48550/arXiv.2606.21822,S1,Detecção de vulnerabilidade em código
ICSE,workshop/track,2510.26699,Using Copilot Agent Mode to Automate Library Migration: A Quantitative Assessment,Aylton Almeida,2025,F6,Manutenção e evolução do código,ausente,alta,Migração de dependências (SQLAlchemy) em aplicações legadas para evitar dívida técnica e vulnerabilidades é uma atividade típica de manutenção e evolução do sistema.,C4,Benchmark/avaliação,alto,Avaliação quantitativa de agente IA em migração automática de bibliotecas,0.0,0.0,,,,,,,,sem dado,sim,"Accepted at 1st International Workshop on Agentic Engineering (AGENT 2026, colocated with ICSE), pages 1-5",https://arxiv.org/abs/2510.26699,https://doi.org/10.48550/arXiv.2510.26699,,
ICSE,workshop/track,2602.06671,Code vs Serialized AST Inputs for LLM-Based Code Summarization: An Empirical Study,Shijia Dong,2026,F3,Implementação & geração de código,ausente,alta,"A obra trata de métodos de geração e otimização de representações de código para entrada em LLMs, focando em sumarização automática de código — uma tarefa de geração de texto a partir de código.",C1,Técnica/abordagem,baixo,Método de serialização AST para sumarização de código com LLMs,0.0,0.0,,,,,,,,sem dado,sim,"Accepted at the 3rd International Workshop on Large Language Models for Code (LLM4Code 2026), co-located with ICSE 2026",https://arxiv.org/abs/2602.06671,https://doi.org/10.48550/arXiv.2602.06671,,
ICSE,workshop/track,2601.01129,RovoDev Code Reviewer: A Large-Scale Online Evaluation of LLM-based Code Review Automation at Atlassian,Kla Tantithamthavorn,2026,F4,Verificação & qualidade,secundaria,alta,"RovoDev é uma ferramenta de automação que gera comentários de revisão de código para identificar problemas de qualidade, correspondendo à verificação e qualidade (F4).",C2,Ferramenta/sistema,medio,Automação de revisão de código com LLM integrado em plataforma enterprise,0.0,,,,,,,,,sem dado,sim,"Accepted at the 48th International Conference on Software Engineering (ICSE'26), SEIP Track. 12 Pages",https://arxiv.org/abs/2601.01129,https://doi.org/10.48550/arXiv.2601.01129,S9,Benchmark e avaliação de segurança
ICSE,workshop/track,2512.09543,SWEnergy: An Empirical Study on Energy Efficiency in Agentic Issue Resolution Frameworks with SLMs,Arihant Tripathy,2025,F7,Processo transversal & ciclo completo,ausente,alta,"Estudo comparativo de múltiplos frameworks agentic que avalia várias fases (F5 resolução de issues, F3 geração de código, F4 qualidade) sob dimensão transversal de eficiência energética e orquestração multi-agente.",C3,Estudo empírico,alto,Avaliação empírica de eficiência energética em frameworks agentic com SLMs,0.0,0.0,,,,,,,,sem dado,sim,"8 pages, 5 figures, 1 table. Accepted to AGENT 2026 (ICSE 2026 workshop)  Proceedings of the 2026 International Workshop on Agentic Engineering (AGENT",https://arxiv.org/abs/2512.09543,https://doi.org/10.48550/arXiv.2512.09543,,
ICSE,aceito,2602.22764,Evaluating and Improving Automated Repository-Level Rust Issue Resolution with LLM-based Agents,Jiahong Xiang,2026,F4,Verificação & qualidade,ausente,alta,"A obra avalia agentes LLM na resolução automatizada de issues em repositórios Rust através de benchmarking e análise de capacidades/limitações, caracterizando verificação e qualidade de soluções geradas.",C2,Ferramenta/sistema,alto,Agente autônomo para resolução de issues Rust com análise dinâmica,0.0,,,,,,,,,sem dado,sim,Accepted to the 48th International Conference on Software Engineering (ICSE 2026)  2026 IEEE/ACM 48th International Conference on Software Engineering,https://arxiv.org/abs/2602.22764,https://doi.org/10.48550/arXiv.2602.22764,,
ICSE,workshop/track,2506.17208,Dissecting the SWE-Bench Leaderboards: Profiling Submitters and Architectures of LLM- and Agent-Based Repair Systems,Matias Martinez,2025,F4,Verificação & qualidade,secundaria,alta,"O trabalho analisa e avalia sistemas de reparo automático de código contra um benchmark (SWE-Bench), caracterizando qualidade, arquitetura e desempenho — atividades de verificação e comparação de soluções.",C3,Estudo empírico,medio,Estudo empírico de arquiteturas e submissões em benchmark APR,0.0,,,,,,,,,sem dado,sim,"Part of this work (RQ1) has been published at the 2026 IEEE/ACM 48th International Conference on Software Engineering (ICSE-SEIP 2026), DOI: 10.1145/3",https://arxiv.org/abs/2506.17208,https://doi.org/10.48550/arXiv.2506.17208,S9,Benchmark e avaliação de segurança
ICSE,aceito,2509.13471,An LLM Agentic Approach for Legal-Critical Software: A Case Study for Tax Prep Software,Sina Gogani-Khiabani,2025,F4,Verificação & qualidade,ausente,alta,"O trabalho trata primariamente de geração e validação de testes (metamorphic testing e test-case generation) para verificar a confiabilidade de software legalmente crítico, o que é a essência da verificação e qualidade.",C2,Ferramenta/sistema,alto,Sistema multi-agente para síntese de código e teste de software crítico,0.0,,,,,,,,,sem dado,sim,To appear at ICSE 26. 12 pages,https://arxiv.org/abs/2509.13471,https://doi.org/10.48550/arXiv.2509.13471,,
ICSE,aceito,2511.13305,SAINT: Service-level Integration Test Generation with Program Analysis and LLM-based Agents,Rangeet Pan,2025,F4,Verificação & qualidade,ausente,alta,"SAINT gera testes automatizados para validar funcionalidade de aplicações, o que é atividade central de verificação e qualidade (F4).",C2,Ferramenta/sistema,medio,Geração automática de testes de serviço com análise estática e agentes LLM,0.0,,,,,,,,,sem dado,sim,Accepted at ICSE'26,https://arxiv.org/abs/2511.13305,https://doi.org/10.48550/arXiv.2511.13305,,
ICSE,workshop/track,2510.03217,Abstain and Validate: A Dual-LLM Policy for Reducing Noise in Agentic Program Repair,José Cambronero,2025,F5,Depuração & reparo,ausente,alta,"O trabalho foca em reduzir ruído em patches gerados por sistemas de reparo automatizado, validando e filtrando correções de bugs antes da revisão humana, que é essencial na fase de depuração e reparo.",C2,Ferramenta/sistema,alto,Políticas LLM para reduzir ruído em reparo automático agentico de código,0.0,0.0,,,,,,,,sem dado,sim,Accepted to the 2026 IEEE/ACM 48th International Conference on Software Engineering: Software Engineering in Practice (ICSE-SEIP '26)  2026 IEEE/ACM 4,https://arxiv.org/abs/2510.03217,https://doi.org/10.48550/arXiv.2510.03217,,
ICSE,aceito,2512.05314,WhatsCode: Large-Scale GenAI Deployment for Developer Efficiency at WhatsApp,Ke Mao,2025,F7,Processo transversal & ciclo completo,ausente,revisado,"Implantação industrial atravessa várias fases e reporta padrões de colaboração humano-IA e produtividade, cláusula residual de F7.",C3,Estudo empírico,alto,Implantação industrial de IA agêntica no ciclo de desenvolvimento do WhatsApp,0.0,0.0,,,,,,,,sem dado,sim,"11 pages, 4 figures, 48th International Conference on Software Engineering: Software Engineering in Practice",https://arxiv.org/abs/2512.05314,https://doi.org/10.48550/arXiv.2512.05314,,
ICSE,aceito,2502.12922,Identifying Bug Inducing Commits by Combining Fault Localisation and Code Change Histories,Gabin An,2025,F5,Depuração & reparo,ausente,revisado,Técnica combina localização de falhas e histórico de mudanças para localizar commit causador do bug.,C1,Técnica/abordagem,baixo,Identificação de commit indutor de bug via localização de falhas,0.0,,,,,,,,,sem dado,sim,"14 pages, 10 figures. Extended version of Fonte (ICSE'23, arXiv:2212.06376)",https://arxiv.org/abs/2502.12922,https://doi.org/10.48550/arXiv.2502.12922,,
ICSE,aceito,2601.01233,Atomizer: An LLM-based Collaborative Multi-Agent Framework for Intent-Driven Commit Untangling,Kangchen Zhu,2026,F3,Implementação & geração de código,ausente,revisado,"Desemaranhar commits compostos organiza mudanças de código em commits, item explícito de F3.",C2,Ferramenta/sistema,alto,Desemaranhamento de commits compostos por agentes LLM colaborativos,0.0,,,,,,,,,sem dado,sim,Accepted by ICSE 2026,https://arxiv.org/abs/2601.01233,https://doi.org/10.48550/arXiv.2601.01233,,
ICSE,aceito,2501.01665,FairSense: Long-Term Fairness Analysis of ML-Enabled Systems,Yining She,2025,F4,Verificação & qualidade,ausente,automatica,,C2,Ferramenta/sistema,baixo,Framework de simulação para análise de justiça algorítmica em sistemas ML dinâmicos,0.0,0.0,,,,,,,,sem dado,sim,In Proceedings of the 47th International Conference on Software Engineering (ICSE 2025),https://arxiv.org/abs/2501.01665,https://doi.org/10.48550/arXiv.2501.01665,,
ICSE,aceito,2410.12046,Towards Realistic Evaluation of Commit Message Generation by Matching Online and Offline Settings,Petr Tsvetkov,2024,F3,Implementação & geração de código,ausente,automatica,,C3,Estudo empírico,medio,"Avaliacao realista de geracao de mensagens de commit, offline versus online",0.0,0.0,,,,,,,,sem dado,sim,"10 pages, 5 figures (Published at ICSE'2025)",https://arxiv.org/abs/2410.12046,https://doi.org/10.48550/arXiv.2410.12046,,
ICSE,aceito,2412.00746,BDefects4NN: A Backdoor Defect Database for Controlled Localization Studies in Neural Networks,Yisong Xiao,2024,F4,Verificação & qualidade,central,automatica,,C4,Benchmark/avaliação,baixo,Database de defeitos backdoor para localização em redes neurais,0.0,,,,,,,,,sem dado,sim,"11 pages, accepted by ICSE 2025",https://arxiv.org/abs/2412.00746,https://doi.org/10.48550/arXiv.2412.00746,S9,Benchmark e avaliação de segurança
ICSE,aceito,2512.1607,LLM4Perf: Large Language Models Are Effective Samplers for Multi-Objective Performance Modeling,Xin Wang,2025,F6,Manutenção e evolução do código,ausente,automatica,,C3,Estudo empírico,medio,amostragem guiada por LLM para modelagem de desempenho configuravel,0.0,,,,,,,,,sem dado,sim,ICSE 2026,https://arxiv.org/abs/2512.16070,https://doi.org/10.48550/arXiv.2512.16070,,
ICSE,aceito,2512.1499,Imitation Game: Reproducing Deep Learning Bugs Leveraging an Intelligent Agent,Mehil B Shah,2025,F5,Depuração & reparo,ausente,automatica,,C2,Ferramenta/sistema,alto,Reprodução automatizada de bugs em DL via agente LLM iterativo,0.0,,,,,,,,,sem dado,sim,Accepted by the 48th IEEE/ACM International Conference on Software Engineering (ICSE 2026),https://arxiv.org/abs/2512.14990,https://doi.org/10.48550/arXiv.2512.14990,,
ICSE,aceito,2512.08706,RESTifAI: LLM-Based Workflow for Reusable REST API Testing,Leon Kogler,2025,F4,Verificação & qualidade,secundaria,automatica,,C2,Ferramenta/sistema,medio,"Geração de testes para APIs REST com LLM, happy-path e casos negativos",0.0,,,,,,,,,sem dado,sim,Accepted for ICSE 2026 Demonstration track,https://arxiv.org/abs/2512.08706,https://doi.org/10.48550/arXiv.2512.08706,S3,Teste de segurança e descoberta ofensiva
ICSE,aceito,2512.11882,"An Experience Report on a Pedagogically Controlled, Curriculum-Constrained AI Tutor for SE Education",Lucia Happe,2025,F8,Formação e educação em engenharia de software,ausente,automatica,,C2,Ferramenta/sistema,medio,"Tutor IA com LLM para educação em engenharia de software, avaliação de aceitação",0.0,0.0,,,,,,,,sem dado,sim,"11 pages, 4 figures, accepted for publication at ICSE 2026 SEET Track",https://arxiv.org/abs/2512.11882,https://doi.org/10.48550/arXiv.2512.11882,,
ICSE,workshop/track,2512.06448,Translating PL/I Macro Procedures into Java Using Automatic Templatization and Large Language Models,Takaaki Tateishi,2025,F3,Implementação & geração de código,ausente,automatica,,C1,Técnica/abordagem,medio,Tradução automática de macros PL/I para Java via templates e LLMs,0.0,0.0,,,,,,,,sem dado,sim,"5 pages, 7 figures, to be published in ICSE 2026 NIER",https://arxiv.org/abs/2512.06448,https://doi.org/10.48550/arXiv.2512.06448,,
ICSE,workshop/track,2512.05908,Natural Language Summarization Enables Multi-Repository Bug Localization by LLMs in Microservice Architectures,Amirkia Rafiei Oskooei,2025,F5,Depuração & reparo,ausente,automatica,,C1,Técnica/abordagem,medio,Localização de bugs em microsserviços via resumos NL e busca semântica com LLM,0.0,0.0,,,,,,,,sem dado,sim,"Accepted at LLM4Code Workshop, ICSE 2026",https://arxiv.org/abs/2512.05908,https://doi.org/10.48550/arXiv.2512.05908,,
ICSE,workshop/track,2512.1802,Specification and Detection of LLM Code Smells,Brahim Mahmoudi,2025,F4,Verificação & qualidade,ausente,automatica,,C1,Técnica/abordagem,baixo,Catálogo de code smells para LLM inference com ferramenta de detecção,0.0,,,,,,,,,sem dado,sim,Accepted paper at ICSE NIER 2026 : https://conf.researchr.org/track/icse-2026/icse-2026-nier  ICSE-NIER '26: 2026 IEEE/ACM 48th International Conference on Software Engin,https://arxiv.org/abs/2512.18020,https://doi.org/10.48550/arXiv.2512.18020,,
ICSE,aceito,2512.08326,Argus: A Multi-Agent Sensitive Information Leakage Detection Framework Based on Hierarchical Reference Relationships,Bin Wang,2025,F4,Verificação & qualidade,central,automatica,,C2,Ferramenta/sistema,alto,Detecção de vazamento de informações sensíveis em repositórios usando arquitetura multi-agente com LLMs,0.0,,,,,,,,,sem dado,sim,"11 pages, 7 figures, 8 tables;Accepted to ICSE 2026 Research Track",https://arxiv.org/abs/2512.08326,https://doi.org/10.48550/arXiv.2512.08326,S1,Detecção de vulnerabilidade em código
ICSE,aceito,2512.20203,Well Begun is Half Done: Location-Aware and Trace-Guided Iterative Automated Vulnerability Repair,Zhenlei Ye,2025,F5,Depuração & reparo,central,automatica,,C1,Técnica/abordagem,medio,Reparo automatizado de vulnerabilidades com LLM iterativo e localização guiada,0.0,,,,,,,,,sem dado,sim,Accepted by ICSE 2026,https://arxiv.org/abs/2512.20203,https://doi.org/10.48550/arXiv.2512.20203,S4,Reparo e mitigação de vulnerabilidade
ICSE,workshop/track,2509.25987,R-Log: Incentivizing Log Analysis Capability in LLMs via Reasoning-based Reinforcement Learning,Yilun Liu,2025,F12,Monitoramento e operação do produto em produção,ausente,revisado,"O dado analisado é log de sistema em execução, com ambiente simulado de O&M: operação (F12).",C1,Técnica/abordagem,baixo,LLM treinado por reforço para análise de log em ambiente de operação,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,sem dado,sim,Accepted by ICSE 2026 (SEIP Track),https://arxiv.org/abs/2509.25987,https://doi.org/10.48550/arXiv.2509.25987,,
ICSE,workshop/track,2601.19731,Future of Software Engineering Research: The SIGSOFT Perspective,Massimiliano Di Penta,2026,F7,Processo transversal & ciclo completo,ausente,alta,"A obra aborda governança, inclusão e transformação sistêmica da comunidade de SE (conferências, financiamento, diversidade global, formatos), não uma fase técnica específica do desenvolvimento, mas desafios transversais à disciplina e à colaboração da comunidade.",C5,Visão/posição/roadmap,baixo,Visão sobre inclusividade e acessibilidade em conferências de engenharia de software,,,,,,,,,,sem dado,nao,"2026 IEEE/ACM 48th International Conference on Software Engineering: Future of Software Engineering (ICSE-FoSE), April 12-18, 2026, Rio de Janeiro, Br",https://arxiv.org/abs/2601.19731,https://doi.org/10.48550/arXiv.2601.19731,,
ICSE,workshop/track,2601.20112,"Usage, Effects and Requirements for AI Coding Assistants in the Enterprise: An Empirical Study",Maja Vukovic,2026,F7,Processo transversal & ciclo completo,ausente,alta,"Estudo empírico que avalia múltiplas fases do processo (compreensão, geração, teste, reparo) e seu impacto na experiência e governança do processo de engenharia de software, caracterizando-se como análise transversal de adoção de IA em equipes.",C3,Estudo empírico,baixo,Uso e impacto de assistentes de código IA em contexto empresarial,,,,,,,,,,sem dado,nao,"To appear in the 3rd International Workshop on Large Language Models For Code, co-located at ICSE, Rio de Janeiro, Brazil, 2026",https://arxiv.org/abs/2601.20112,https://doi.org/10.48550/arXiv.2601.20112,,
ICSE,aceito,2409.04099,What Guides Our Choices? Modeling Developers' Trust and Behavioral Intentions Towards GenAI,Rudrajit Choudhuri,2024,F9,Descoberta de produto e entendimento do problema,ausente,alta,"O trabalho modela fatores que afetam a confiança e intenção de adoção de ferramentas genAI por desenvolvedores através de pesquisa com usuários e análise de feedback, que são atividades centrais de descoberta de produto e entendimento do problema (pesquisa de usuário/mercado, análise de feedback).",C3,Estudo empírico,baixo,Estudo empírico sobre confiança de desenvolvedores em ferramentas GenAI,,,,,,,,,,sem dado,nao,"13 pages, Accepted by 47th IEEE/ACM International Conference on Software Engineering (ICSE 2025)  47th IEEE/ACM International Conference on Software E",https://arxiv.org/abs/2409.04099,https://doi.org/10.48550/arXiv.2409.04099,,
ICSE,aceito,2506.11548,Augmenting the Generality and Performance of Large Language Models for Software Engineering,Fabian C. Peña,2025,F7,Processo transversal & ciclo completo,ausente,alta,"Pesquisa que avalia múltiplas fases do SE (geração de código, tarefas não-código, benchmarks) e propõe métodos transversais para melhorar desempenho geral de LLMs, sem focar em uma fase específica.",C4,Benchmark/avaliação,baixo,Avaliação e benchmarking de LLMs em tarefas não-código de engenharia de software,,,,,,,,,,sem dado,nao,2025 IEEE/ACM 46th International Conference on Software Engineering (ICSE),https://arxiv.org/abs/2506.11548,https://doi.org/10.48550/arXiv.2506.11548,,
ICSE,aceito,2506.14683,Unified Software Engineering Agent as AI Software Engineer,Leonhard Applis,2025,F7,Processo transversal & ciclo completo,ausente,media,"Framework multi-agente unificado que orquestra múltiplas capacidades (teste, debug, reparo, evolução) e avalia várias fases do desenvolvimento de software.",C2,Ferramenta/sistema,alto,Agente unificado multi-tarefa para engenharia de software integrada,,,,,,,,,,sem dado,nao,Leonhard Applis and Yuntong Zhang contributed equally to this work. To appear in ICSE 2026,https://arxiv.org/abs/2506.14683,https://doi.org/10.48550/arXiv.2506.14683,,
ICSE,aceito,2411.15501,Instruct or Interact? Exploring and Eliciting LLMs' Capability in Code Snippet Adaptation Through Prompt Engineering,Tanghaoran Zhang,2024,F3,Implementação & geração de código,ausente,alta,"Avalia e compara o desempenho de LLMs na tarefa de adaptação de código (modificação de snippet existente), que é uma atividade de geração/transformação de código durante a implementação.",C3,Estudo empírico,medio,Adaptação de código em LLMs via engenharia de prompts interativa,,,,,,,,,,sem dado,nao,"12 pages, 10 figures, accepted by ICSE 2025",https://arxiv.org/abs/2411.15501,https://doi.org/10.48550/arXiv.2411.15501,,
ICSE,workshop/track,2602.04449,What's in a Benchmark? The Case of SWE-Bench in Automated Program Repair,Matias Martinez,2026,F7,Processo transversal & ciclo completo,ausente,alta,"Avalia comparativamente múltiplas fases (F5 reparo automatizado, F3 geração de código, F4 verificação) através de benchmark agnóstico que mede produtividade de sistemas IA em software.",C4,Benchmark/avaliação,baixo,Análise empírica de leaderboards e ecossistema de benchmarks APR,,,,,,,,,,sem dado,nao,Accepted in 2026 IEEE/ACM 48th International Conference on Software Engineering (ICSE-SEIP'26). https://doi.org/10.1145/3786583.3786904,https://arxiv.org/abs/2602.04449,https://doi.org/10.48550/arXiv.2602.04449,,
