arxiv_id,titulo,primeiro_autor,ano,data,fase,fase_nome,seguranca,confianca_fase,justificativa_fase,tipo,tipo_nome,agentico,foco,n_buscas_recuperado,categoria_arxiv,citacoes,fwci,cit_2024,cit_2025,cit_2026,ritmo_anual_2026,aceleracao,crescimento,pct_cit_2026,momentum,oa_match,url,doi_arxiv,topico_seguranca,topico_seguranca_nome
2507.0527,"Open Source, Hidden Costs: A Systematic Literature Review on OSS License Management",Boyuan Li,2025,2025-07-03T14:02:15Z,F4,Verificação & qualidade,secundaria,alta,"A obra é uma revisão sistemática de literatura sobre gestão de riscos de licenças OSS, identificação de licenças e conformidade — problemas de verificação, qualidade e conformidade de componentes de software, não manutenção ou operação.",T1,Revisão sistemática (SLR),medio,Gestão de riscos de licenças OSS em desenvolvimento de software,2,cs.SE,2.0,0.8894,,,2.0,3.4,,,1.0,sem rastro,sim,https://arxiv.org/abs/2507.05270,https://doi.org/10.48550/arXiv.2507.05270,S5,Cadeia de suprimentos e dependências
2504.17977,From Bugs to Benchmarks: A Comprehensive Survey of Software Defect Datasets,Hao-Nan Zhu,2025,2025-04-24T23:07:04Z,F4,Verificação & qualidade,ausente,alta,"A obra é um survey de datasets de defeitos de software para pesquisa empírica e benchmarking de técnicas de engenharia de software, focando em recursos para verificação, qualidade e avaliação de técnicas — escopo central de F4.",T3,Survey narrativo,medio,Datasets de defeitos de software para benchmarking e pesquisa empírica,1,cs.SE,2.0,24.7794,,1.0,1.0,1.7,0.7,1.68,0.5,sem rastro,sim,https://arxiv.org/abs/2504.17977,https://doi.org/10.48550/arXiv.2504.17977,,
2510.00328,"Vibe Coding in Practice: Motivations, Challenges, and a Future Outlook -- a Grey Literature Review",Ahmed Fawzy,2025,2025-09-30T22:35:00Z,F4,Verificação & qualidade,ausente,alta,"O trabalho investiga sistematicamente práticas de QA, percepção de qualidade e desafios na verificação de código gerado por IA, que são aspectos centrais de verificação e qualidade de software.",T1,Revisão sistemática (SLR),medio,Qualidade e verificação de código gerado por IA em prática,1,cs.SE,2.0,144.6207,,,2.0,3.4,,,1.0,sem rastro,sim,https://arxiv.org/abs/2510.00328,https://doi.org/10.48550/arXiv.2510.00328,,
2507.03156,The Impact of LLM-Assistants on Software Developer Productivity: A Systematic Review and Mapping Study,Amr Mohamed,2025,2025-07-03T20:25:49Z,F7,Processo transversal & ciclo completo,ausente,revisado,"É uma revisão sistemática sobre produtividade de desenvolvedores com assistentes de LLM, avaliando múltiplas fases do processo de forma transversal.",T2,Mapeamento sistemático,medio,impacto de LLM-assistants na produtividade do desenvolvedor de software,1,cs.SE,2.0,10.8387,0.0,0.0,2.0,3.361,3.361,inf,1.0,sem rastro,sim,https://arxiv.org/abs/2507.03156,https://doi.org/10.48550/arXiv.2507.03156,,
2507.16586,AI for Better UX in Computer-Aided Engineering: Is Academia Catching Up with Industry Demands? A Multivocal Literature Review,Choro Ulan Uulu,2025,2025-07-22T13:39:45Z,F9,Descoberta de produto e entendimento do problema,ausente,revisado,"É revisão de literatura multivocal (acadêmica e cinzenta) sobre lacunas de UX assistida por IA, sem string de busca ou critérios de inclusão explícitos no resumo, o que a mantém como survey narrativo",T3,Survey narrativo,baixo,"IA para UX em software CAE, academia vs indústria",1,cs.HC,2.0,3.993,0.0,1.0,1.0,1.681,0.681,1.681,0.5,sem rastro,sim,https://arxiv.org/abs/2507.16586,https://doi.org/10.48550/arXiv.2507.16586,,
2412.20367,Enhancing Code LLMs with Reinforcement Learning in Code Generation: A Survey,Junqiao Wang,2024,2024-12-29T06:15:41Z,F3,Implementação & geração de código,ausente,alta,"Foco central em técnicas de geração e otimização de código usando RL, não em descoberta de requisitos, planejamento ou documentação mantida como base de conhecimento.",T1,Revisão sistemática (SLR),medio,Otimização e geração de código via aprendizado por reforço em LLMs,1,cs.SE,2.0,,,2.0,,,,,,sem dado,sim,https://arxiv.org/abs/2412.20367,https://doi.org/10.48550/arXiv.2412.20367,,
2405.02828,Trojans in Large Language Models of Code: A Critical Review through a Trigger-Based Taxonomy,Aftab Hussain,2024,2024-05-05T06:43:52Z,F4,Verificação & qualidade,central,alta,"A obra trata de segurança, vulnerabilidades e riscos em LLMs de código através de análise e taxonomia de ataques trojans, alinhado com verificação e qualidade de modelos de código.",T3,Survey narrativo,medio,Segurança de modelos de linguagem para código contra ataques trojans,1,cs.SE,2.0,,,2.0,,,,,,sem dado,sim,https://arxiv.org/abs/2405.02828,https://doi.org/10.48550/arXiv.2405.02828,S5,Cadeia de suprimentos e dependências
2411.05285,AgentOps: Enabling Observability of LLM Agents,Liming Dong,2024,2024-11-08T02:31:03Z,F12,Monitoramento e operação do produto em produção,ausente,revisado,"Observabilidade e monitoramento de agentes LLM em produção: análise de log, traço e métrica de sistema em execução para operação e diagnóstico.",T2,Mapeamento sistemático,alto,Observabilidade e monitoramento de agentes LLM em produção,1,cs.AI,2.0,,,,2.0,3.4,,,1.0,sem rastro,sim,https://arxiv.org/abs/2411.05285,https://doi.org/10.48550/arXiv.2411.05285,,
2406.01788,RSMM: A Framework to Assess Maturity of Research Software Project, Deekshitha,2024,2024-06-03T21:10:05Z,F10,"Planejamento, gestão de projeto e releases",ausente,revisado,"Framework de maturidade avalia gestão de projetos de software de pesquisa, categorizando práticas em capacidades e áreas de foco.",T6,Survey com praticantes + revisão,baixo,framework de maturidade para práticas de sustentabilidade de software de pesquisa,1,cs.SE,2.0,,1.0,1.0,0.0,0.0,-1.0,0.0,0.0,sem rastro,sim,https://arxiv.org/abs/2406.01788,https://doi.org/10.48550/arXiv.2406.01788,,
2412.11194,Direction for Detection: A Survey of Automated Vulnerability Detection and all of its Pain Points,Dan Ristea,2024,2024-12-15T14:01:41Z,F4,Verificação e qualidade,central,revisado,Survey narrativo que sistematiza 87 trabalhos sobre detecção de vulnerabilidades baseada em ML e identifica pontos problemá…,T3,Survey narrativo,baixo,detecção automatizada de vulnerabilidades via machine learning,1,cs.SE,2.0,,0.0,2.0,0.0,0.0,-2.0,0.0,0.0,sem rastro,sim,https://arxiv.org/abs/2412.11194,https://doi.org/10.48550/arXiv.2412.11194,S1,Detecção de vulnerabilidade em código
2401.10739,In-IDE Human-AI Experience in the Era of Large Language Models; A Literature Review,Agnia Sergeyuk,2024,2024-01-19T14:55:51Z,F7,Processo transversal e ciclo completo,ausente,revisado,"Revisão de literatura sem protocolo explícito reprodutível sobre experiência humano-IA em IDEs, abrangendo múlti…",T3,Survey narrativo,medio,"Interação humano-IA dentro de IDEs: design, impacto e qualidade",1,cs.SE,2.0,,1.0,1.0,0.0,0.0,-1.0,0.0,0.0,sem rastro,sim,https://arxiv.org/abs/2401.10739,https://doi.org/10.48550/arXiv.2401.10739,,
2309.03796,Systematic Mapping of Monolithic Applications to Microservices Architecture,Momil Seedat,2023,2023-09-07T15:47:11Z,F2,Projeto & arquitetura,ausente,alta,"Trabalho focado em técnicas e decisões arquiteturais para migração de monolítico para microsserviços, não em planejamento de projeto, documentação mantida ou descoberta do problema.",T2,Mapeamento sistemático,baixo,Migração de arquitetura monolítica para microserviços com DDD,1,cs.SE,2.0,,1.0,,,,,,,sem dado,sim,https://arxiv.org/abs/2309.03796,https://doi.org/10.48550/arXiv.2309.03796,,
2601.11655,Advances and Frontiers of LLM-based Issue Resolution in Software Engineering: A Comprehensive Survey,Caihua Li,2026,2026-01-15T18:55:03Z,F5,Depuração & reparo,ausente,alta,"Survey sobre resolução de issues em SWE com foco em metodologias de agentes autônomos para localizar e reparar falhas em código, incluindo benchmarks, treinamento e análise de comportamento de agentes.",T3,Survey narrativo,alto,Agentes de código autônomos para resolução de issues em engenharia de software,3,cs.SE,1.0,,,,1.0,1.7,,,1.0,sem rastro,sim,https://arxiv.org/abs/2601.11655,https://doi.org/10.48550/arXiv.2601.11655,,
2603.1715,Intent Formalization: A Grand Challenge for Reliable Coding in the Age of AI Agents,Shuvendu K. Lahiri,2026,2026-03-17T21:28:59Z,F4,Verificação & qualidade,central,alta,"O trabalho aborda verificação e validação de especificações formais para garantir confiabilidade de código gerado por IA, focando em testes e especificações como mecanismos de qualidade.",T3,Survey narrativo,alto,Formalização de intenção e verificação de código gerado por agentes IA,1,cs.SE,1.0,,,,1.0,1.7,,,1.0,sem rastro,sim,https://arxiv.org/abs/2603.17150,https://doi.org/10.48550/arXiv.2603.17150,S2,Segurança do código gerado por IA
2508.00083,A Survey on Code Generation with LLM-based Agents,Yihong Dong,2025,2025-07-31T18:17:36Z,F3,Implementação & geração de código,ausente,alta,"Survey sobre geração de código com agentes LLM, focando técnicas e arquiteturas de geração/completação de código, não governance/orquestração multi-agente.",T3,Survey narrativo,alto,Agentes LLM autônomos para geração código e ciclo vida software,5,cs.SE,1.0,,,,1.0,1.7,,,1.0,sem rastro,sim,https://arxiv.org/abs/2508.00083,https://doi.org/10.48550/arXiv.2508.00083,,
2507.15025,Survey of GenAI for Automotive Software Development: From Requirements to Executable Code,Nenad Petrovic,2025,2025-07-20T16:21:51Z,F7,Processo transversal & ciclo completo,secundaria,media,"Foco central é survey transversal de GenAI aplicado a múltiplas fases (requisitos, conformidade, geração de código, workflow), não uma fase específica; quando abrange várias fases sem fixar em uma, é F7.",T3,Survey narrativo,medio,"GenAI e LLMs em requisitos, conformidade e geração de código automotivo",2,cs.SE,1.0,1.2703,,,1.0,1.7,,,1.0,sem rastro,sim,https://arxiv.org/abs/2507.15025,https://doi.org/10.48550/arXiv.2507.15025,S8,"Requisito, projeto e política"
2505.05283,Software Development Life Cycle Perspective: A Survey of Benchmarks for Code Large Language Models and Agents,Kaixin Wang,2025,2025-05-08T14:27:45Z,F4,Verificação & qualidade,ausente,alta,"O trabalho é uma revisão sistemática de 178 benchmarks para avaliar CodeLLMs/agentes em tarefas de SDLC, focando em caracterização, cobertura e qualidade de avaliação — típico de verificação e qualidade de ferramentas.",T3,Survey narrativo,alto,Benchmarks para CodeLLMs e agentes ao longo do SDLC completo,2,cs.SE,1.0,,,,1.0,1.7,,,1.0,sem rastro,sim,https://arxiv.org/abs/2505.05283,https://doi.org/10.48550/arXiv.2505.05283,,
2507.2261,Metamorphic Testing of Deep Code Models: A Systematic Literature Review,Ali Asgari,2025,2025-07-30T12:25:30Z,F4,Verificação & qualidade,secundaria,alta,"Revisão sistemática sobre metamorphic testing para avaliação de robustez e qualidade de modelos de código, foco em verificação e técnicas de teste.",T1,Revisão sistemática (SLR),medio,Teste de robustez de modelos de IA para código via metamorfic testing,2,cs.SE,1.0,0.6087,,,1.0,1.7,,,1.0,sem rastro,sim,https://arxiv.org/abs/2507.22610,https://doi.org/10.48550/arXiv.2507.22610,S9,Benchmark e avaliação de segurança
2512.0002,Large Language Model for Verilog Code Generation: Literature Review and the Road Ahead,Guang Yang,2025,2025-10-29T04:14:43Z,F3,Implementação & geração de código,secundaria,alta,"Foco central em geração automatizada de código Verilog usando LLMs, não em descoberta de produto, planejamento ou documentação como base de conhecimento.",T1,Revisão sistemática (SLR),baixo,Geração de código Verilog com LLMs em design de hardware,1,cs.AR,1.0,,,,1.0,1.7,,,1.0,sem rastro,sim,https://arxiv.org/abs/2512.00020,https://doi.org/10.48550/arXiv.2512.00020,S2,Segurança do código gerado por IA
2510.22409,A First Look at the Self-Admitted Technical Debt in Test Code: Taxonomy and Detection,Shahidul Islam,2025,2025-10-25T19:09:18Z,F4,Verificação & qualidade,ausente,alta,"O trabalho investiga detecção automatizada de dívida técnica em código de teste através de ferramentas e LLMs, focando em verificação e qualidade de testes, não em planejamento, documentação mantida ou descoberta de produto.",T4,Taxonomia/framework,medio,Taxonomia de dívida técnica em código de teste e detecção automatizada,1,cs.SE,1.0,,,,1.0,1.7,,,1.0,sem rastro,sim,https://arxiv.org/abs/2510.22409,https://doi.org/10.48550/arXiv.2510.22409,,
2504.12646,Research Artifacts in Secondary Studies: A Systematic Mapping in Software Engineering,Aleksi Huotala,2025,2025-04-17T05:11:39Z,F7,Processo transversal & ciclo completo,ausente,alta,"O estudo e um mapeamento sistematico sobre praticas de transparencia/reprodutibilidade em revisoes secundarias de SE, tema transversal sobre a disciplina de pesquisa, nao documentacao viva de um projeto especifico (F11).",T2,Mapeamento sistemático,baixo,Disponibilidade e reportagem de artefatos em estudos secundários SE,1,cs.SE,1.0,2.2503,,1.0,,,,,,sem dado,sim,https://arxiv.org/abs/2504.12646,https://doi.org/10.48550/arXiv.2504.12646,,
2512.16301,"Adaptation of Agentic AI: A Survey of Post-Training, Memory, and Skills",Pengcheng Jiang,2025,2025-12-18T08:38:51Z,F7,Processo transversal & ciclo completo,ausente,media,"Survey sobre adaptação de agentes IA cobrindo post-training, memory e skills — framework multi-paradigma transversal que integra múltiplas fases (F3 fine-tuning, F6 operação de agentes, F11 memory systems) sem foco central em nenhuma, caracterizando trabalho de orquestração conceitual e governança de disciplina.",T3,Survey narrativo,alto,"Adaptação pós-treinamento, memória e skills de agentes LLM",1,cs.AI,1.0,,,,1.0,1.7,,,1.0,sem rastro,sim,https://arxiv.org/abs/2512.16301,https://doi.org/10.48550/arXiv.2512.16301,,
2506.21693,The DevSafeOps Dilemma: A Systematic Literature Review on Rapidity in Safe Autonomous Driving Development and Operation,Ali Nouri,2025,2025-06-26T18:24:08Z,F6,Manutenção e evolução do código,central,revisado,"Revisão sistemática com protocolo explícito sobre manutenção, evolução e operação de sistemas de direção autônoma.",T1,Revisão sistemática (SLR),baixo,DevOps em desenvolvimento seguro de sistemas autônomos,1,cs.SE,1.0,0.3606,0.0,0.0,1.0,1.6807,1.6807,,1.0,sem rastro,sim,https://arxiv.org/abs/2506.21693,https://doi.org/10.48550/arXiv.2506.21693,S8,"Requisito, projeto e política"
2509.08857,A Systematic Mapping Study on Chatbots in Programming Education,Marcelino Garcia,2025,2025-09-09T15:25:01Z,F8,Formação e educação em engenharia de software,ausente,revisado,Mapeamento sistemático de agentes conversacionais em contextos de formação; agentes como ferramenta central mas não como objeto de autonomia.,T2,Mapeamento sistemático,medio,Chatbots educacionais para ensino de programação,1,cs.SE,1.0,1.673,0.0,1.0,0.0,0.0,-1.0,0.0,0.0,sem rastro,sim,https://arxiv.org/abs/2509.08857,https://doi.org/10.48550/arXiv.2509.08857,,
2508.05949,A Survey on Task Scheduling in Carbon-Aware Container Orchestration,Jialin Yang,2025,2025-08-08T02:20:16Z,F12,Monitoramento e operação do produto em produção,ausente,revisado,"Analisa métricas e comportamento de sistema em execução (orquestração de containers, escalonamento de tarefas, consumo de carbono em runtime) para otimizar operação em produção.",T2,Mapeamento sistemático,baixo,Estratégias de escalonamento em orquestração de containers com foco em sustentabilidade,1,cs.SE,1.0,,0.0,0.0,1.0,1.6807,1.6807,,1.0,sem rastro,sim,https://arxiv.org/abs/2508.05949,https://doi.org/10.48550/arXiv.2508.05949,,
2505.10924,A Survey on the Safety and Security Threats of Computer-Using Agents: JARVIS or Ultron?,Ada Chen,2025,2025-05-16T06:56:42Z,F7,Processo transversal e ciclo completo,central,revisado,"É uma revisão de literatura que sistematiza ameaças e defesas de segurança em agentes autônomos de uso de computador, sem dados prim…",T4,Taxonomia/framework,alto,Taxonomia de ameaças de segurança e defesas em agentes de computador,1,cs.CL,1.0,,0.0,0.0,1.0,1.681,1.681,,1.0,sem rastro,sim,https://arxiv.org/abs/2505.10924,https://doi.org/10.48550/arXiv.2505.10924,S6,Segurança do agente e do modelo
2411.07586,A Comprehensive Survey of AI-Driven Advancements and Techniques in Automated Program Repair and Code Generation,Avinash Anand,2024,2024-11-12T06:47:54Z,F5,Depuração & reparo,secundaria,alta,"Foco central em depuração automatizada (APR com LLMs) e localização/reparo de falhas; F3 é secundário pois code generation é contexto, não fim principal.",T3,Survey narrativo,baixo,Geração de código e reparo automático com LLMs,3,cs.AI,1.0,,1.0,,,,,,,sem dado,sim,https://arxiv.org/abs/2411.07586,https://doi.org/10.48550/arXiv.2411.07586,S4,Reparo e mitigação de vulnerabilidade
2410.16392,Scaffolded Language Models with Language Supervision for Mixed-Autonomy: A Survey,Matthieu Lin,2024,2024-10-21T18:06:25Z,F3,Implementação & geração de código,ausente,alta,"O trabalho foca em técnicas de geração, otimização e treinamento de código e prompts em modelos de linguagem integrados em pipelines multi-passos, enquadrando-se em implementação e geração de código.",T3,Survey narrativo,alto,Otimização de modelos de linguagem com supervisão em linguagem natural,2,cs.CL,1.0,,1.0,,,,,,,sem dado,sim,https://arxiv.org/abs/2410.16392,https://doi.org/10.48550/arXiv.2410.16392,,
2408.01303,A Systematic Mapping Study on SDN Controllers for Enhancing Security in IoT Networks,Charles Oredola,2024,2024-08-02T14:44:15Z,F4,Verificação e qualidade,central,revisado,"Mapeamento sistemático de estudos primários sobre SDN para segurança IoT, sem agentes autônomos.",T2,Mapeamento sistemático,baixo,Segurança em redes IoT com controladores SDN,1,cs.CR,1.0,0.5585,1.0,0.0,0.0,0.0,0.0,,0.0,sem rastro,sim,https://arxiv.org/abs/2408.01303,https://doi.org/10.48550/arXiv.2408.01303,S8,"Requisito, projeto e política"
2406.11213,A Survey of AIOps for Failure Management in the Era of Large Language Models,Lingzhe Zhang,2024,2024-06-17T05:13:24Z,F12,Monitoramento e operação do produto em produção,secundaria,revisado,"AIOps para gestão de falhas analisa logs, métricas e incidentes de sistemas em execução; segurança é secundária pois falhas incluem mas não se limitam a falhas de segurança.",T3,Survey narrativo,baixo,AIOps baseado em LLM para gestão de falhas de sistemas,1,cs.SE,1.0,,0.0,1.0,0.0,0.0,-1.0,0.0,0.0,sem rastro,sim,https://arxiv.org/abs/2406.11213,https://doi.org/10.48550/arXiv.2406.11213,S7,Ataque e anomalia em operação
2312.17601,The Tyranny of Possibilities in the Design of Task-Oriented LLM Systems: A Scoping Survey,Dhruv Dhamani,2023,2023-12-29T13:35:20Z,F7,Processo transversal e ciclo completo,ausente,revisado,É um survey narrativo sem protocolo sistemático explícito que explora parâmetros de design de sistemas LLM/agentes de forma transversal.,T3,Survey narrativo,medio,Espaço de design de sistemas LLM orientados a tarefa,1,cs.SE,1.0,,0.0,1.0,0.0,0.0,-1.0,0.0,0.0,sem rastro,sim,https://arxiv.org/abs/2312.17601,https://doi.org/10.48550/arXiv.2312.17601,,
2303.16362,Benchmarking Software Vulnerability Detection Techniques: A Survey,Yingzhou Bi,2023,,F4,Verificação e qualidade,central,revisado,Estudo secundário sobre avaliação de técnicas de detecção em código: F4.,T3,Survey narrativo,baixo,Survey sobre práticas de benchmark em detecção de vulnerabilidade de software,1,cs.SE,1.0,,1.0,0.0,0.0,0.0,0.0,,0.0,sem rastro,sim,https://arxiv.org/abs/2303.16362,https://doi.org/10.48550/arXiv.2303.16362,S9,Benchmark e avaliação de segurança
2601.20918,Infusion of Blockchain to Establish Trustworthiness in AI Supported Software Evolution: A Systematic Literature Review,Mohammad Naserameri,2026,2026-01-28T18:36:50Z,F4,Verificação & qualidade,central,alta,"Foco central em verificação de confiabilidade, transparência e accountability em ferramentas de SE assistidas por IA através de blockchain; revisão sistemática que sintetiza qualidade e segurança em processos de evolução de software.",T1,Revisão sistemática (SLR),medio,Confiabilidade em evolução de software apoiada por IA e blockchain,2,cs.SE,0.0,0.0,,,,,,,,sem dado,sim,https://arxiv.org/abs/2601.20918,https://doi.org/10.48550/arXiv.2601.20918,S8,"Requisito, projeto e política"
2601.20879,"A Survey on Large Language Model Impact on Software Evolvability and Maintainability: the Good, the Bad, the Ugly, and the Remedy",Bruno Claudino Matias,2026,2026-01-26T22:02:20Z,F6,Manutenção e evolução do código,ausente,alta,"Survey sobre impacto de LLMs na manutenibilidade e evolvibilidade de software, cobrindo code generation, repair, testing e dívida técnica — caracteriza manutenção, evolução e qualidade em longo prazo, não orquestração multi-agente ou benchmark agnóstico.",T1,Revisão sistemática (SLR),medio,Impacto de LLMs na manutenção e evolução de software,5,cs.SE,0.0,,,,,,,,,sem dado,sim,https://arxiv.org/abs/2601.20879,https://doi.org/10.48550/arXiv.2601.20879,,
2605.13898,Bidirectional Empowerment of Metamorphic Testing and Large Language Models: A Systematic Survey,Zheng Zheng,2026,2026-05-12T13:47:26Z,F4,Verificação & qualidade,ausente,alta,"Foco central em verificação e qualidade de LLMs através de metamorphic testing, técnica de teste para sistemas com oracle problem.",T1,Revisão sistemática (SLR),alto,Teste e verificação de LLMs usando metamorphic testing e agentes autônomos,1,cs.SE,0.0,,,,,,,,,sem dado,sim,https://arxiv.org/abs/2605.13898,https://doi.org/10.48550/arXiv.2605.13898,,
2606.13175,The End of Code Review: Coding Agents Supersede Human Inspection,Martin Monperrus,2026,2026-06-11T10:43:48Z,F7,Processo transversal & ciclo completo,secundaria,media,"Obra discute transformação sistêmica do processo de software (substituição de code review por agentes), transcendendo uma fase específica; toca F4 (verificação), F3 (implementação) e F6 (manutenção), mas o foco central é governança e mudança de disciplina, não execução em uma fase isolada.",T3,Survey narrativo,alto,Agentes de IA substituindo revisão humana de código em qualidade,1,cs.SE,0.0,,,,,,,,,sem dado,sim,https://arxiv.org/abs/2606.13175,https://doi.org/10.48550/arXiv.2606.13175,S6,Segurança do agente e do modelo
2605.26169,"ESBMC: A Survey of Its Evolution, Integration, and Future Directions in Formal Software Verification",Pierre Dantas,2026,2026-05-25T00:18:27Z,F4,Verificação & qualidade,central,alta,"Survey sobre evolução e aplicação de ferramenta de verificação formal (ESBMC) em detecção de falhas, análise de qualidade e segurança de software, com foco em técnicas de verificação, testes formais e prêmios em competições de verificação (SV-COMP).",T3,Survey narrativo,alto,"Evolução ESBMC: verificação formal, integração LLM e agentes autônomos",1,cs.SE,0.0,,,,,,,,,sem dado,sim,https://arxiv.org/abs/2605.26169,https://doi.org/10.48550/arXiv.2605.26169,S9,Benchmark e avaliação de segurança
2607.05031,LLM-Based Test Oracles: Source-of-Authority Taxonomy -- A Systematic Literature Review,Ali Hassaan Mughal,2026,2026-07-06T13:13:11Z,F4,Verificação & qualidade,ausente,alta,"Obra é uma revisão sistemática sobre test oracles com LLMs, focando em verificação e qualidade de testes — essência de F4, não organiza por forma ou técnica LLM mas por autoridade da sentença de teste.",T1,Revisão sistemática (SLR),medio,Oráculos de teste baseados em LLM: taxonomia de fontes de autoridade,1,cs.SE,0.0,0.0,,,,,,,,sem dado,sim,https://arxiv.org/abs/2607.05031,https://doi.org/10.48550/arXiv.2607.05031,,
2604.16404,On the Use of Commit Messages for Corrective Software Maintenance: A Systematic Mapping Study,Syful Islam,2026,2026-03-31T14:16:43Z,F5,Depuração & reparo,ausente,alta,"O foco central é usar mensagens de commit para tarefas de manutenção corretiva (bug analysis, bug fix identification), que é o núcleo de F5 (depuração e reparo), não documentação consultável ou planejamento.",T2,Mapeamento sistemático,medio,Commit messages em manutenção corretiva com IA/ML e NLP,1,cs.SE,0.0,,,,,,,,,sem dado,sim,https://arxiv.org/abs/2604.16404,https://doi.org/10.48550/arXiv.2604.16404,,
2608.01001,From AI Technical Debt to Agentic Technical Debt: A Systematic Mapping of Root Causes and Manifestations in Agentic AI Systems,Muhammad Tukur,2026,2026-08-02T05:09:28Z,F6,Manutenção e evolução do código,ausente,alta,"A obra mapeia sistematicamente dívida técnica em sistemas agenticos, focando em raízes, manifestações e propagação em arquiteturas dinâmicas — caracterizando manutenção, evolução e gestão de débito técnico em ambientes complexos e emergentes.",T2,Mapeamento sistemático,alto,"Manutenção e evolução de sistemas agenticos, dívida técnica em agentes autônomos",1,cs.AI,0.0,,,,,,,,,sem dado,sim,https://arxiv.org/abs/2608.01001,https://doi.org/10.48550/arXiv.2608.01001,,
2607.21652,Vibe Coding in Software Development: A Multivocal Literature Review,Shahbaz Siddeeq,2026,2026-07-22T17:43:41Z,F3,Implementação & geração de código,ausente,revisado,"O estudo analisa geração de código por LLMs a partir de linguagem natural, prática central da implementação e geração de código.",T3,Survey narrativo,medio,vibe coding: geração de código via prompts em linguagem natural,1,cs.SE,0.0,,0.0,0.0,0.0,,,,,sem rastro,sim,https://arxiv.org/abs/2607.21652,https://doi.org/10.48550/arXiv.2607.21652,,
2604.00079,When Labels Are Scarce: A Systematic Mapping of Label-Efficient Code Vulnerability Detection,Noor Khalal,2026,2026-03-31T16:16:29Z,F4,Verificação e qualidade,central,revisado,"Mapeamento sistemático que sintetiza estudos primários sobre CVD com rótulos limitados, sem protocolo formal explícito.",T2,Mapeamento sistemático,baixo,Detecção de vulnerabilidades com dados rotulados escassos,1,cs.CR,0.0,,,,,,,,,sem dado,sim,https://arxiv.org/abs/2604.00079,https://doi.org/10.48550/arXiv.2604.00079,S1,Detecção de vulnerabilidade em código
2606.30219,EvalSafetyGap: A Hybrid Survey and Conceptual Framework for LLM Evaluation-Safety Failures,Buğra Alperen Uluırmak,2026,2026-06-29T12:33:06Z,F4,Verificação e qualidade,central,revisado,"Mapeamento sistemático de 373 estudos primários sobre avaliação e segurança de LLM, sintetizando evidência em taxonomia e framework conceitual.",T2,Mapeamento sistemático,medio,Validade de benchmarks e falhas de segurança em avaliação de LLMs,1,cs.AI,0.0,,,,,,,,,sem dado,sim,https://arxiv.org/abs/2606.30219,https://doi.org/10.48550/arXiv.2606.30219,S9,Benchmark e avaliação de segurança
2607.02605,"A Survey of LLM-Driven Penetration Testing: Taxonomy, Co-Evolution, and Open Challenges",Zheyuan He,2026,2026-07-01T13:24:25Z,F4,Verificação e qualidade,central,revisado,"É uma survey de 81 artigos sobre sistemas agênticos de pentest sem string de busca/critérios explícitos formalizados como protocolo, mantendo-se T3 (não T4, pois a taxonomia deriva de revisão sistemática de artigos, e não de dados primários novos), classificada em F4 por tratar de teste de segurança/vulnerabilidades como foco central.",T3,Survey narrativo,alto,Evolução arquitetural de agentes LLM em pentest,1,cs.SE,0.0,,0.0,0.0,0.0,,,,,sem dado,sim,https://arxiv.org/abs/2607.02605,https://doi.org/10.48550/arXiv.2607.02605,S3,Teste de segurança e descoberta ofensiva
2603.13411,Human in the Loop for Fuzz Testing: Literature Review and the Road Ahead,Jiongchi Yu,2026,2026-03-12T12:39:16Z,F4,Verificação e qualidade,central,revisado,É um survey narrativo sem protocolo sistemático explícito que propõe um roteiro de pesquisa para integrar orientação humana ao fuzz test…,T3,Survey narrativo,baixo,Human-in-the-loop combinado com fuzz testing de software,1,cs.SE,0.0,,0.0,0.0,0.0,,,,,sem dado,sim,https://arxiv.org/abs/2603.13411,https://doi.org/10.48550/arXiv.2603.13411,S3,Teste de segurança e descoberta ofensiva
2607.00043,A Taxonomy of Single-Turn Textual Prompt Patterns,Vennila Sooben,2026,2026-06-29T18:54:23Z,F7,Processo transversal e ciclo completo,ausente,revisado,"É um estudo secundário que deriva uma taxonomia de padrões de prompt a partir de revisão de surveys e catálogos existentes na literatura, não de dados novos, e trata de engenharia de prompt de forma transversal ao uso de LLMs sem foco em agentes autônomos, o que justifica F7.",T4,Taxonomia/framework,baixo,taxonomia de padrões de prompt textuais de turno único,1,cs.SE,0.0,,0.0,0.0,0.0,,,,,sem dado,sim,https://arxiv.org/abs/2607.00043,https://doi.org/10.48550/arXiv.2607.00043,,
2604.04809,Watts This Smell: A Comprehensive Taxonomy of Software Energy Smells,Mohammadjavad Mehditabar,2026,2026-04-06T16:15:28Z,F4,Verificação e qualidade,ausente,revisado,"É um estudo secundário legítimo (T4) pois a taxonomia deriva de revisão sistemática de 60 artigos com snowballing, e a fase correta é F4 pois trata de identificação de padrões de ineficiência de código via análise (qualidade/eficiência), não de refatoração ou manutenção evolutiva como atividade central.",T4,Taxonomia/framework,baixo,Taxonomia de smells de energia via revisão sistemática e validação empírica,1,cs.SE,0.0,,0.0,0.0,0.0,,,,,sem dado,sim,https://arxiv.org/abs/2604.04809,https://doi.org/10.48550/arXiv.2604.04809,,
